pipeline_id,notice_id,notice_type_primary,notice_type_secondary,subject,subject_missing,detail_available,critical,status_description,prior_notice_id,notice_text,detail_version_sha256,posted_at_utc,posted_at_operator_local,effective_start_utc,effective_end_utc,observed_at_utc,source_content_sha256
TGP,402986,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-07-23T16:08:01.000000Z,2026-07-23T11:08:01,2026-07-23T16:08:01.000000Z,2026-07-24T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402980,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-07-23T00:42:16.000000Z,2026-07-22T19:42:16,2026-07-23T00:42:16.000000Z,2026-07-23T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402979,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-07-22T23:57:31.000000Z,2026-07-22T18:57:31,2026-07-22T23:57:31.000000Z,2026-07-23T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402973,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-07-22T20:30:23.000000Z,2026-07-22T15:30:23,2026-07-22T20:30:23.000000Z,2026-07-23T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402972,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-07-22T19:32:37.000000Z,2026-07-22T14:32:37,2026-07-22T19:32:37.000000Z,2026-07-23T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402964,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-07-22T16:13:23.000000Z,2026-07-22T11:13:23,2026-07-22T16:13:23.000000Z,2026-07-23T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402963,CAPACITY CONSTRAINT,SEGMENTS,,True,False,,,,,,2026-07-22T11:58:10.000000Z,2026-07-22T06:58:10,2026-07-22T11:58:10.000000Z,2026-07-23T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402957,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-07-22T00:55:00.000000Z,2026-07-21T19:55:00,2026-07-22T00:55:00.000000Z,2026-07-22T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402956,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-07-21T23:56:09.000000Z,2026-07-21T18:56:09,2026-07-21T23:56:09.000000Z,2026-07-22T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402949,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-07-21T20:53:36.000000Z,2026-07-21T15:53:36,2026-07-21T20:53:36.000000Z,2026-07-22T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402948,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-07-21T19:43:21.000000Z,2026-07-21T14:43:21,2026-07-21T19:43:21.000000Z,2026-07-22T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402947,FORCE MAJEURE,FORCE MAJEURE,,True,False,,,,,,2026-07-21T19:32:40.000000Z,2026-07-21T14:32:40,2026-07-21T19:32:40.000000Z,2026-07-22T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402939,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-07-21T16:10:37.000000Z,2026-07-21T11:10:37,2026-07-21T16:10:37.000000Z,2026-07-22T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402938,MAINTENANCE,MAINTENANCE,TGP SUMMER MAINTENANCE UPDATE MTG TODAY,False,True,True,SUPERSEDE,402615,"TGP's 2026 SUMMER MAINTENANCE TEAMS
MEETING 7-21-2026 TODAY
As a reminder, Tennessee Gas Pipeline Company, LLC (“Tennessee”)
will be hosting its next 2026 TEAMS Summer Maintenance meeting to provide
customers and other interested parties an overview of Tennessee's upcoming Summer
Scheduled Maintenance for the remaining days of July and all of August and
September 2026 today, Tuesday, July, 21, 2026, from 1:30 PM CST to 2:30 PM CST
via TEAMS only. Additionally, there will be a review of upcoming scheduled
maintenance on the Stagecoach, Arlington and Twin Tier systems. There will be
a question and answer segment immediately following.
The presentation will be posted to the EBB no later
than 12:00 PM CST today.
Please see TEAMS info below:
TGP Summer Maintenance
and Outages TEAMS Meeting
Join on your computer, mobile
app or room device
________________________________________________________________________________
Microsoft Teams meeting
Join: https://teams.microsoft.com/meet/23579493131869?p=w4N7s4IHBI1GQNbITK
Meeting ID: 235 794 931 318 69
Passcode: Vg6AB2AN
Need help | System reference
Dial in by phone
+1
346-410-0970,,694003306# United States, Houston
Find a local number
Phone conference ID: 694 003 306#
For organizers: Meeting options | Reset dial-in PIN
________________________________________________________________________________",31e6ba018b081c8e7c691f6260c78c5e3b02011e7a6fad7eb4ae0e13992bf9c6,2026-07-21T11:52:57.000000Z,2026-07-21T06:52:57,2026-07-21T11:52:57.000000Z,2026-07-22T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402933,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-07-21T00:32:51.000000Z,2026-07-20T19:32:51,2026-07-21T00:32:51.000000Z,2026-07-21T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402932,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-07-21T00:02:19.000000Z,2026-07-20T19:02:19,2026-07-21T00:02:19.000000Z,2026-07-21T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402929,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-07-20T20:30:55.000000Z,2026-07-20T15:30:55,2026-07-20T20:30:55.000000Z,2026-07-21T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402928,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-07-20T19:54:41.000000Z,2026-07-20T14:54:41,2026-07-20T19:54:41.000000Z,2026-07-21T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402927,FORCE MAJEURE,FORCE MAJEURE,,True,False,,,,,,2026-07-20T18:09:12.000000Z,2026-07-20T13:09:12,2026-07-20T18:09:12.000000Z,2026-07-21T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402922,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-07-20T16:05:02.000000Z,2026-07-20T11:05:02,2026-07-20T16:05:02.000000Z,2026-07-21T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402921,MAINTENANCE,MAINTENANCE,TGP SUMMER MAINTENANCE UPDATE REMINDER,False,True,True,SUPERSEDE,402615,"TGP's 2026 SUMMER MAINTENANCE TEAMS
MEETING 7-21-2026 REMINDER
As a reminder, Tennessee Gas Pipeline Company, LLC (“Tennessee”)
will be hosting its next 2026 TEAMS Summer Maintenance meeting to provide
customers and other interested parties an overview of Tennessee's upcoming Summer
Scheduled Maintenance for the remaining days of July and all of August and
September 2026 on Tuesday, July, 21, 2026, from 1:30 PM CST to 2:30 PM CST via TEAMS
only. Additionally, there will be a review of upcoming scheduled maintenance
on the Stagecoach, Arlington and Twin Tier systems. There will be a question
and answer segment immediately following.
Please see TEAMS info below:
TGP Summer Maintenance and Outages TEAMS Meeting
Join on your computer, mobile
app or room device
________________________________________________________________________________
Microsoft Teams meeting
Join: https://teams.microsoft.com/meet/23579493131869?p=w4N7s4IHBI1GQNbITK
Meeting ID: 235 794 931 318 69
Passcode: Vg6AB2AN
Need help | System reference
Dial in by phone
+1
346-410-0970,,694003306# United States, Houston
Find a local number
Phone conference ID: 694 003 306#
For organizers: Meeting options | Reset dial-in PIN
________________________________________________________________________________",b016b2e0363e8e0ed13474d9649e0b27b95ceb4bfaf1b815198978093fd16433,2026-07-20T11:57:07.000000Z,2026-07-20T06:57:07,2026-07-20T11:57:07.000000Z,2026-07-21T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402920,OPERATIONAL FLOW ORDER,OFO,,True,False,,,,,,2026-07-20T11:48:01.000000Z,2026-07-20T06:48:01,2026-07-20T11:48:01.000000Z,2026-07-21T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402914,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-07-20T00:54:38.000000Z,2026-07-19T19:54:38,2026-07-20T00:54:38.000000Z,2026-07-20T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402913,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-07-20T00:35:37.000000Z,2026-07-19T19:35:37,2026-07-20T00:35:37.000000Z,2026-07-20T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402908,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-07-19T20:40:07.000000Z,2026-07-19T15:40:07,2026-07-19T20:40:07.000000Z,2026-07-20T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402907,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-07-19T19:21:08.000000Z,2026-07-19T14:21:08,2026-07-19T19:21:08.000000Z,2026-07-20T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402902,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-07-19T16:25:33.000000Z,2026-07-19T11:25:33,2026-07-19T16:25:33.000000Z,2026-07-20T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402897,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-07-19T00:49:51.000000Z,2026-07-18T19:49:51,2026-07-19T00:49:51.000000Z,2026-07-19T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402896,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-07-19T00:30:16.000000Z,2026-07-18T19:30:16,2026-07-19T00:30:16.000000Z,2026-07-19T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402891,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-07-18T20:29:51.000000Z,2026-07-18T15:29:51,2026-07-18T20:29:51.000000Z,2026-07-19T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402890,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-07-18T19:49:44.000000Z,2026-07-18T14:49:44,2026-07-18T19:49:44.000000Z,2026-07-19T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402883,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-07-18T15:55:52.000000Z,2026-07-18T10:55:52,2026-07-18T15:55:52.000000Z,2026-07-19T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402877,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-07-18T00:40:55.000000Z,2026-07-17T19:40:55,2026-07-18T00:40:55.000000Z,2026-07-18T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402876,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-07-17T23:52:17.000000Z,2026-07-17T18:52:17,2026-07-17T23:52:17.000000Z,2026-07-18T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402870,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-07-17T20:43:27.000000Z,2026-07-17T15:43:27,2026-07-17T20:43:27.000000Z,2026-07-18T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402869,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-07-17T19:21:31.000000Z,2026-07-17T14:21:31,2026-07-17T19:21:31.000000Z,2026-07-18T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402863,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-07-17T16:59:26.000000Z,2026-07-17T11:59:26,2026-07-17T16:59:26.000000Z,2026-07-18T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402861,OPERATIONAL FLOW ORDER,OFO,,True,False,,,,,,2026-07-17T11:54:22.000000Z,2026-07-17T06:54:22,2026-07-17T11:54:22.000000Z,2026-07-18T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402855,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-07-17T00:34:59.000000Z,2026-07-16T19:34:59,2026-07-17T00:34:59.000000Z,2026-07-17T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402854,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-07-17T00:19:35.000000Z,2026-07-16T19:19:35,2026-07-17T00:19:35.000000Z,2026-07-17T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402847,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-07-16T20:43:37.000000Z,2026-07-16T15:43:37,2026-07-16T20:43:37.000000Z,2026-07-17T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
TGP,402845,PIPELINE CONDITIONS,CURRENT PIPELINE CONDITIONS,,True,False,,,,,,2026-07-16T19:50:45.000000Z,2026-07-16T14:50:45,2026-07-16T19:50:45.000000Z,2026-07-17T14:00:00.000000Z,2026-08-28T15:15:24.376143Z,a046031aec9cb792916046a3dd5e07f6d14782f3a092757123da1b2796872abd
